zipcode,total_pop,male,female,med_age,race_w,race_aa,race_nat,race_as,race_api,race_oth,eth_hisp,eth_nonhisp
62351,"1,879",979,900,45.8,"1,854",25,0,0,0,0,49,"1,830"
62352,232,110,122,51.5,231,0,1,0,0,1,1,231
62353,"5,346","3,612","1,734",37.6,"3,913","1,366",26,37,0,32,256,"5,090"
62354,"1,592",853,739,50.9,"1,570",10,17,12,0,9,26,"1,566"
62355,754,391,363,52.6,750,6,0,11,0,1,7,747
62356,465,231,234,48.8,439,0,1,26,0,0,0,465
62357,475,188,287,36.9,475,53,0,0,0,0,0,475
62358,884,474,410,35.8,884,27,25,0,0,0,0,884
62359,209,118,91,40.1,209,0,0,0,0,0,0,209
62360,"1,918","1,042",876,34.3,"1,918",0,0,0,0,0,11,"1,907"
62361,522,307,215,34,520,0,2,0,0,0,0,522
62362,297,142,155,51.5,287,9,0,3,0,0,3,294
62363,"5,758","2,943","2,815",44.5,"5,539",199,26,6,0,12,52,"5,706"
62365,620,362,258,44.6,615,0,0,2,3,2,2,618
62366,"1,589",793,796,41.5,"1,556",0,33,0,1,0,13,"1,576"
62367,"1,033",550,483,52.3,"1,024",9,0,0,0,0,0,"1,033"
62370,234,135,99,43.6,234,0,0,0,0,0,0,234
62373,294,142,152,45.2,294,0,0,0,0,0,0,294
62374,345,196,149,54.5,345,0,0,0,0,0,0,345
62375,345,194,151,45.4,336,5,5,0,0,4,0,345
62376,"1,204",610,594,38.3,"1,204",5,0,4,0,0,3,"1,201"
62378,955,411,544,53.1,949,2,37,0,0,0,30,925
62379,"1,725",905,820,44.9,"1,717",0,9,6,0,5,76,"1,649"
62380,488,183,305,23.5,488,0,0,0,0,0,0,488
62401,"18,722","9,083","9,639",39.5,"18,198",256,59,253,15,181,638,"18,084"
62410,"1,249",596,653,35.5,"1,244",0,0,5,0,34,41,"1,208"
62411,"4,136","2,118","2,018",39.9,"4,120",15,4,0,0,5,12,"4,124"
62413,330,178,152,52.1,330,0,0,0,0,0,0,330
62414,"1,993","1,025",968,39.3,"1,989",4,4,0,0,0,1,"1,992"
62417,"3,281","1,608","1,673",42.7,"3,278",0,3,0,0,0,29,"3,252"
62418,"2,108","1,066","1,042",36.6,"2,108",0,7,5,0,0,0,"2,108"
62419,230,128,102,58.5,230,0,0,0,0,0,0,230
62420,"4,762","2,325","2,437",43.1,"4,700",53,13,19,0,27,55,"4,707"
62421,660,325,335,40.1,648,32,7,5,0,0,7,653
62422,"1,002",560,442,45.9,996,6,9,2,0,2,14,988
62423,485,212,273,46.5,485,0,0,0,0,0,0,485
62424,"2,445","1,273","1,172",34.9,"2,414",1,38,22,0,8,12,"2,433"
62425,502,279,223,46.6,502,0,4,0,0,0,0,502
62426,873,435,438,47.9,860,0,0,13,0,0,0,873
62427,"1,690",795,895,39.7,"1,666",2,11,30,12,4,0,"1,690"
62428,"2,803","1,398","1,405",43.8,"2,781",2,2,13,5,6,0,"2,803"
62431,"1,054",586,468,46.2,"1,054",0,0,0,0,0,0,"1,054"
62432,417,236,181,43,413,0,0,4,0,0,0,417
62433,927,465,462,48.3,924,0,0,3,0,3,2,925
62434,327,168,159,57.9,317,0,0,10,0,0,0,327
62436,697,409,288,40.8,697,15,0,0,0,0,0,697
62438,300,148,152,33.8,300,0,0,0,0,0,0,300
62439,"7,166","3,530","3,636",43.7,"6,936",204,80,71,9,172,217,"6,949"
62440,"1,315",688,627,37,"1,300",5,0,33,0,0,8,"1,307"
62441,"6,786","3,416","3,370",42.8,"6,617",41,49,85,0,122,163,"6,623"
62442,"2,814","1,385","1,429",42.8,"2,803",43,13,4,0,0,18,"2,796"
62443,"1,678",881,797,38.9,"1,664",18,5,0,4,0,0,"1,678"
62444,331,169,162,37.4,331,0,0,0,0,0,6,325
62445,"1,290",677,613,36.5,"1,275",0,0,12,0,3,17,"1,273"
62446,342,176,166,53,333,23,0,0,0,0,8,334
62447,"3,615","1,771","1,844",44,"3,581",46,17,29,0,0,69,"3,546"
62448,"5,565","2,654","2,911",43.7,"5,457",60,36,0,0,43,19,"5,546"
62449,"3,118","1,495","1,623",45,"3,060",56,39,15,1,23,54,"3,064"
62450,"12,230","5,915","6,315",42.4,"11,822",140,73,172,0,84,240,"11,990"
62451,"2,041",867,"1,174",44.7,"2,037",2,8,11,0,3,0,"2,041"
62452,421,213,208,38.7,421,0,3,0,0,0,0,421
62454,"11,088","6,200","4,888",40.5,"9,807","1,192",76,190,7,107,611,"10,477"
62458,"1,979",974,"1,005",47.6,"1,977",15,0,0,0,0,5,"1,974"
62459,341,155,186,32.9,340,1,0,0,0,0,4,337
62460,"1,154",558,596,40.8,"1,152",0,0,2,0,0,0,"1,154"
62461,672,330,342,51.6,672,0,0,0,0,0,0,672
62462,982,488,494,34.4,970,0,0,1,11,0,0,982
62463,"1,242",620,622,37.2,"1,223",0,0,19,0,0,3,"1,239"
62465,964,492,472,44.3,964,0,4,0,0,0,2,962
62466,"4,598","3,222","1,376",35,"3,144","1,458",115,48,0,23,370,"4,228"
62467,"4,281","2,138","2,143",37.3,"4,275",6,0,0,0,3,3,"4,278"
62468,"2,514","1,293","1,221",43,"2,441",30,60,15,15,42,45,"2,469"
62469,610,259,351,37.9,610,0,0,0,0,0,0,610
62471,"10,363","5,855","4,508",39.6,"9,198","1,036",46,56,0,63,394,"9,969"
62473,"1,443",728,715,41.5,"1,439",4,6,0,0,1,1,"1,442"
62474,970,484,486,45.4,960,3,3,4,0,3,11,959
62475,445,249,196,35.6,431,14,0,0,0,0,0,445
62476,"1,590",812,778,46.9,"1,577",47,0,2,0,0,23,"1,567"
62477,781,391,390,44.3,781,0,0,0,0,0,0,781
62478,389,187,202,43.8,386,2,0,0,0,1,1,388
62479,935,509,426,34.6,930,5,0,0,1,0,1,934
62480,470,237,233,53.9,463,7,0,0,0,0,0,470
62481,430,200,230,44.8,409,18,70,0,0,0,0,430
62501,"2,863","1,576","1,287",41.3,"2,851",48,200,0,0,2,18,"2,845"
62510,"1,538",787,751,40.6,"1,528",18,5,20,0,0,2,"1,536"
62512,446,238,208,41.5,443,3,7,0,0,0,5,441
62513,"1,767",798,969,35.4,"1,752",15,66,13,0,0,10,"1,757"
62514,181,65,116,34.8,181,0,0,0,0,0,0,181
62515,"1,010",530,480,47.2,971,13,2,13,0,26,28,982
62517,199,93,106,39.5,196,0,0,3,0,0,6,193
62518,176,83,93,56.8,176,0,0,0,0,0,0,176
62519,61,29,32,58.7,61,0,0,0,0,0,0,61
62520,"1,637",781,856,46.2,"1,609",16,0,0,0,25,25,"1,612"
62521,"35,529","17,238","18,291",42.6,"29,002","6,733",706,417,8,254,879,"34,650"
62522,"15,261","7,275","7,986",38.5,"11,821","3,663",508,81,0,79,385,"14,876"
62523,"1,439",906,533,29.8,794,818,0,7,0,17,42,"1,397"
62526,"32,303","14,666","17,637",41.4,"25,981","6,747","1,020",575,35,286,865,"31,438"
62530,"1,458",671,787,45,"1,449",0,3,9,0,0,14,"1,444"
62531,"1,764",926,838,43.8,"1,746",18,0,0,0,3,18,"1,746"
62532,110,32,78,61.3,110,0,0,0,0,0,0,110
62533,778,374,404,48.3,774,4,0,2,0,5,13,765
62534,"1,389",774,615,44.9,"1,389",0,0,0,0,0,6,"1,383"
62535,"3,003","1,457","1,546",44.8,"2,603",36,26,362,0,53,86,"2,917"
62536,749,417,332,50.9,726,0,23,0,0,0,13,736
62537,76,35,41,50.5,76,0,0,0,0,0,0,76
62538,359,150,209,44.8,356,0,6,0,0,10,10,349
62539,"1,297",626,671,43,"1,297",0,30,5,0,0,30,"1,267"
62540,"1,567",786,781,40.9,"1,565",3,2,0,0,0,64,"1,503"
62541,37,14,23,55.6,37,0,9,0,0,0,0,37
62543,531,272,259,40.8,515,2,30,0,0,0,17,514
62544,"1,597",810,787,47.7,"1,577",23,47,0,0,13,6,"1,591"
62545,"1,169",590,579,43.5,"1,166",12,0,0,0,0,13,"1,156"
62546,"1,624",794,830,40.7,"1,617",15,7,0,7,0,47,"1,577"
62547,926,482,444,40.9,921,15,0,0,0,0,0,926
62548,"2,514","1,178","1,336",42.4,"2,514",1,113,0,0,0,7,"2,507"
62549,"6,264","3,075","3,189",41,"5,959",228,399,116,0,0,0,"6,264"
62550,"2,778","1,310","1,468",44.1,"2,745",40,4,7,0,13,19,"2,759"
62551,575,312,263,49.5,571,6,0,0,0,0,0,575
62553,515,262,253,55.8,515,4,4,0,0,0,2,513
62554,"1,311",692,619,45.1,"1,247",12,87,50,4,12,21,"1,290"
62555,423,206,217,50.2,423,2,0,0,0,0,3,420
62556,326,151,175,53.2,326,0,0,0,0,0,0,326
62557,"7,118","3,635","3,483",43.2,"6,947",97,21,102,0,0,21,"7,097"
62558,"3,347","1,687","1,660",39.2,"3,333",45,7,2,0,5,8,"3,339"
62560,"1,196",487,709,42.8,"1,184",13,4,12,0,0,0,"1,196"
62561,"5,350","2,511","2,839",39.4,"5,289",53,52,29,0,0,18,"5,332"
62563,"5,689","2,886","2,803",43.5,"5,459",135,6,57,15,57,77,"5,612"
62565,"7,024","3,226","3,798",48.6,"6,820",185,20,0,0,0,91,"6,933"
62567,"1,035",524,511,39.8,"1,030",0,0,11,0,0,15,"1,020"
62568,"15,787","8,055","7,732",44.1,"15,267",485,88,95,61,5,337,"15,450"
62570,514,275,239,40.3,514,0,0,0,0,0,10,504
62571,"1,659",846,813,44.7,"1,659",0,40,0,0,0,0,"1,659"
62572,516,222,294,44.8,495,15,0,6,0,0,0,516
62573,"1,912",900,"1,012",37.6,"1,899",37,62,0,0,0,32,"1,880"
62601,353,184,169,52.1,349,4,0,0,0,0,0,353
62610,125,66,59,46.5,125,0,0,0,0,0,0,125
62611,"1,115",580,535,44.5,"1,090",0,0,0,1,24,38,"1,077"
62612,"1,799",875,924,48,"1,784",12,5,2,0,7,17,"1,782"
62613,"3,886","1,903","1,983",39.3,"3,819",67,34,59,0,3,32,"3,854"
62615,"5,712","2,888","2,824",38,"5,516",191,13,29,0,0,117,"5,595"
62617,669,319,350,46.4,665,0,0,13,0,0,0,669
62618,"7,398","3,773","3,625",37.3,"6,377",605,19,13,47,428,"2,227","5,171"
62621,"1,195",594,601,41.5,"1,191",0,0,2,0,2,11,"1,184"
62622,71,30,41,43.5,71,0,0,0,0,0,0,71
62624,463,225,238,50.9,463,0,0,0,0,0,0,463
62625,822,419,403,55.9,822,4,8,2,0,2,2,820
62626,"7,710","3,792","3,918",37.8,"7,377",295,179,50,0,25,178,"7,532"
62627,"1,029",519,510,40.1,"1,003",0,14,34,0,14,26,"1,003"
62628,766,400,366,39.6,766,0,0,0,0,0,11,755
62629,"13,736","6,595","7,141",35.8,"13,330",219,9,368,0,56,259,"13,477"
62630,365,207,158,43.5,364,1,0,0,0,0,7,358
62631,273,162,111,48.3,271,0,0,0,0,2,2,271
62633,566,278,288,52.1,549,0,0,2,0,48,50,516
62634,775,394,381,43.1,765,2,3,16,4,0,7,768
62635,705,370,335,41.7,702,3,12,0,0,0,51,654
62638,"1,364",728,636,40.4,"1,361",0,0,3,0,0,0,"1,364"
62639,291,149,142,64.7,291,0,0,0,0,0,0,291
62640,"3,583","1,666","1,917",46.1,"3,555",24,54,25,0,0,7,"3,576"
62642,"1,479",779,700,39,"1,471",6,2,0,0,0,40,"1,439"
62643,561,304,257,39.1,561,2,19,0,0,0,17,544
62644,"4,946","2,442","2,504",45.5,"4,910",18,47,16,0,0,20,"4,926"
62649,604,271,333,32.4,604,0,2,0,0,0,0,604
62650,"26,749","13,481","13,268",40.2,"24,016","2,761",163,282,20,111,840,"25,909"
62655,460,251,209,50,453,6,12,0,0,0,0,460
62656,"19,535","9,332","10,203",39.8,"17,130","1,994",428,270,0,347,760,"18,775"
62661,"1,537",782,755,38.8,"1,517",10,5,15,0,0,57,"1,480"
62663,259,131,128,49.3,259,4,1,0,0,0,0,259
62664,"3,061","1,532","1,529",44.5,"2,960",71,13,9,0,21,21,"3,040"
62665,"1,359",639,720,47.7,"1,337",3,3,12,10,12,2,"1,357"
62666,613,314,299,43.1,611,0,29,2,0,0,3,610
62667,445,209,236,49.9,437,8,0,0,0,2,2,443
62668,"1,251",585,666,52.3,"1,231",0,5,15,0,0,3,"1,248"
62670,"2,883","1,440","1,443",37.8,"2,856",34,9,6,0,0,11,"2,872"
62671,487,216,271,39.8,480,0,21,1,0,4,6,481
62672,204,105,99,53.8,200,1,3,0,0,0,0,204
62673,466,228,238,30,466,0,0,0,0,0,0,466
62674,"1,398",691,707,50.6,"1,394",14,16,0,0,0,15,"1,383"
62675,"5,869","2,806","3,063",48.6,"5,758",44,48,40,38,6,68,"5,801"
62677,"2,269","1,121","1,148",48.5,"2,236",23,0,15,0,2,48,"2,221"
62681,"5,552","2,975","2,577",43.7,"5,027",546,78,11,0,0,28,"5,524"
62682,986,494,492,45.8,978,47,13,0,0,0,32,954
62684,"5,861","2,801","3,060",43.8,"5,861",41,0,0,0,0,186,"5,675"
62685,"2,416","1,309","1,107",43.1,"2,311",97,75,3,0,2,35,"2,381"
62688,602,301,301,44.3,602,3,0,0,0,0,9,593
62689,503,243,260,35.6,503,0,5,14,0,0,0,503
62690,"3,991","1,967","2,024",39.8,"3,977",8,8,6,0,18,25,"3,966"
62691,"1,978",943,"1,035",45.7,"1,919",14,0,45,0,12,66,"1,912"
62692,"2,122",963,"1,159",37.3,"2,096",23,0,18,0,3,2,"2,120"
62693,"1,510",770,740,38.6,"1,503",0,8,0,0,9,8,"1,502"
62694,"3,038","1,477","1,561",47.7,"3,012",25,25,0,0,3,7,"3,031"
62695,216,118,98,47,216,9,0,0,0,0,0,216
62701,"1,206",797,409,35.9,752,325,39,90,26,10,26,"1,180"
62702,"34,051","16,519","17,532",40.1,"27,143","6,848",452,748,57,203,544,"33,507"
62703,"30,910","13,883","17,027",34.3,"19,053","11,746",517,524,36,498,"1,245","29,665"
62704,"40,828","19,724","21,104",38.7,"32,397","7,324",150,"1,455",6,462,"1,129","39,699"
62707,"6,924","3,344","3,580",47.6,"6,623",289,116,111,8,19,58,"6,866"
62711,"16,752","7,822","8,930",48.7,"15,352",634,136,"1,000",0,118,503,"16,249"
62712,"10,243","4,937","5,306",41.9,"9,432",398,81,524,11,0,66,"10,177"
62801,"21,444","11,258","10,186",41.8,"18,988","2,720",99,192,0,226,861,"20,583"
62803,"1,078",537,541,32.7,"1,036",57,0,19,5,7,31,"1,047"
62806,"3,351","1,641","1,710",43.4,"3,262",45,34,25,14,14,67,"3,284"
62807,702,374,328,40.7,701,0,1,3,0,0,0,702
62808,"1,438",803,635,38.3,"1,386",0,0,0,0,55,50,"1,388"
62809,144,74,70,42.3,144,0,0,0,0,0,0,144
62810,834,410,424,36.4,832,0,12,0,0,0,2,832
62811,227,127,100,44.3,227,0,1,0,0,0,0,227
62812,"10,905","5,329","5,576",43.7,"10,594",132,26,191,21,41,253,"10,652"
62814,"1,945",936,"1,009",39.2,"1,931",34,12,0,3,6,11,"1,934"
62815,287,138,149,47.4,287,10,0,0,0,0,0,287
62816,"1,198",593,605,46.1,"1,194",12,8,2,0,1,15,"1,183"
62817,459,192,267,56.3,459,0,0,0,0,0,0,459
62818,263,130,133,53.4,263,0,2,0,0,0,0,263
62819,408,215,193,46.1,408,0,11,0,0,0,3,405
62820,152,81,71,40.7,152,0,1,0,0,0,0,152
62821,"7,175","3,564","3,611",47.1,"7,066",101,19,40,6,0,115,"7,060"
62822,"3,091","1,446","1,645",35.5,"3,060",20,9,19,0,0,62,"3,029"
62823,"1,700",789,911,49.3,"1,688",8,7,0,0,10,14,"1,686"
62824,"1,711",860,851,37.4,"1,711",0,6,0,0,0,0,"1,711"
62825,203,112,91,36.8,203,0,0,0,0,0,0,203
62827,"1,175",534,641,48.4,"1,153",10,4,9,4,2,8,"1,167"
62828,"1,334",589,745,41.8,"1,334",0,0,0,0,0,54,"1,280"
62829,0,0,0,-,0,0,0,0,0,0,0,0
62830,"1,245",661,584,45.6,"1,227",13,5,43,0,12,14,"1,231"
62831,412,205,207,52.1,401,11,2,14,0,0,2,410
62832,"8,848","4,398","4,450",41.9,"8,371",418,57,50,2,116,213,"8,635"
62833,371,202,169,39.7,371,0,0,0,0,0,0,371
62835,993,472,521,41.5,980,13,2,0,0,0,2,991
62836,800,423,377,35.7,778,7,5,1,0,17,24,776
62837,"8,960","4,432","4,528",44.4,"8,687",288,25,60,0,3,47,"8,913"
62838,"1,816",855,961,38.6,"1,812",0,38,0,0,0,63,"1,753"
62839,"6,397","2,922","3,475",42.2,"6,241",25,56,118,115,0,24,"6,373"
62841,131,73,58,32.9,131,0,0,0,0,0,0,131
62842,721,349,372,43.9,688,19,12,14,0,0,0,721
62843,123,65,58,46.3,123,0,0,0,0,0,0,123
62844,"2,186","1,088","1,098",36.9,"2,174",30,3,9,0,1,22,"2,164"
62846,"2,704","2,420",284,38.7,"1,834",878,11,5,0,7,272,"2,432"
62848,716,335,381,36.4,691,7,20,0,0,0,4,712
62849,"2,100","1,044","1,056",42.8,"2,056",13,24,17,0,0,11,"2,089"
62850,359,185,174,32.8,349,0,12,0,0,0,0,359
62851,162,90,72,39.8,162,0,0,0,0,0,0,162
62852,61,28,33,63.2,60,0,2,0,0,0,0,61
62853,987,539,448,40.8,970,0,0,11,0,6,13,974
62854,"1,716",858,858,40.4,"1,702",0,16,0,0,0,22,"1,694"
62856,391,180,211,44,391,6,8,0,0,0,10,381
62858,"2,790","1,494","1,296",45.3,"2,745",37,4,12,0,0,91,"2,699"
62859,"5,829","2,925","2,904",44.3,"5,651",31,23,49,0,75,144,"5,685"
62860,546,300,246,44.8,546,3,0,0,0,0,0,546
62861,165,96,69,41.3,165,0,0,0,0,0,0,165
62862,330,150,180,49.4,328,0,2,0,0,0,1,329
62863,"9,824","4,799","5,025",44.2,"9,552",126,59,191,0,52,230,"9,594"
62864,"23,586","11,247","12,339",41.7,"20,689","2,876",192,423,10,85,564,"23,022"
62865,"1,977","1,010",967,48.4,"1,957",3,28,0,4,0,18,"1,959"
62867,506,229,277,45.8,489,27,0,0,0,12,8,498
62868,"1,735",918,817,38.3,"1,710",23,7,5,0,15,17,"1,718"
62869,"2,690","1,356","1,334",35.9,"2,683",37,0,2,0,0,50,"2,640"
62870,"2,090","1,034","1,056",45.3,"2,045",66,33,0,0,6,31,"2,059"
62871,579,293,286,50.6,579,0,3,0,0,0,0,579
62872,"1,067",518,549,39.3,"1,058",0,0,4,0,5,11,"1,056"
62874,415,237,178,49.4,408,0,0,4,0,3,16,399
62875,"1,253",667,586,45.2,"1,221",20,3,4,0,14,29,"1,224"
62876,159,74,85,47.8,154,0,0,0,0,5,5,154
62877,575,295,280,53.2,570,33,4,0,0,0,0,575
62878,443,182,261,33.8,435,8,0,0,0,0,0,443
62879,117,70,47,38.8,113,0,0,0,0,4,4,113
62880,706,382,324,32.4,690,0,3,13,0,0,0,706
62881,"10,842","5,346","5,496",41.3,"10,563",198,71,86,17,67,145,"10,697"
62882,"2,387","1,209","1,178",38.6,"2,339",51,32,4,0,13,41,"2,346"
62883,899,488,411,41.4,899,0,0,0,0,0,0,899
62884,"2,716","1,368","1,348",46.2,"2,623",24,31,0,0,44,75,"2,641"
62885,722,349,373,44.6,702,11,0,9,0,9,9,713
62886,280,136,144,35.6,280,0,0,0,0,0,0,280
62887,459,260,199,27.4,459,0,1,0,0,0,0,459
62888,"1,984",971,"1,013",47,"1,982",1,21,10,0,1,5,"1,979"
62889,938,468,470,44.8,928,5,5,0,0,0,0,938
62890,"2,789","1,449","1,340",39.2,"2,743",0,50,0,0,11,11,"2,778"
62891,653,314,339,38.8,653,0,15,0,0,0,25,628
62892,374,166,208,40.5,374,0,0,0,0,0,2,372
62893,992,465,527,45.4,992,7,10,0,0,0,0,992
62894,"1,061",533,528,39.9,"1,055",2,2,18,0,0,0,"1,061"
62895,"2,028","1,024","1,004",43.1,"2,013",0,30,0,9,0,12,"2,016"
62896,"12,167","5,850","6,317",43,"11,939",168,146,73,0,0,103,"12,064"
62897,362,201,161,51.8,362,6,0,0,0,0,0,362
62898,"2,285","1,107","1,178",36.9,"2,237",32,39,44,0,12,36,"2,249"
62899,"1,900","1,029",871,33,"1,842",55,19,19,0,0,14,"1,886"
62901,"26,217","13,349","12,868",25.2,"17,818","6,972",322,"1,552",23,412,"1,458","24,759"
62902,"4,568","2,257","2,311",35.8,"3,956",545,76,238,0,44,159,"4,409"
62903,"3,211","1,604","1,607",23.7,"2,471",447,44,352,0,182,300,"2,911"
62905,505,239,266,50.3,433,0,0,29,0,43,84,421
62906,"6,585","3,376","3,209",46.8,"6,288",179,116,52,0,114,240,"6,345"
62907,"1,995",954,"1,041",42.3,"1,820",0,35,166,0,0,23,"1,972"
62908,496,252,244,45,482,0,10,4,0,0,8,488
62910,"2,365","1,123","1,242",46.8,"2,064",336,9,2,0,0,93,"2,272"
62912,"1,338",597,741,34.3,"1,325",10,8,2,0,0,11,"1,327"
62914,"2,738","1,257","1,481",35.9,892,"1,873",38,0,21,48,50,"2,688"
62915,425,233,192,38.1,397,0,0,25,0,3,38,387
62916,993,518,475,40.9,993,0,17,0,0,0,0,993
62917,"2,275","1,065","1,210",46.5,"1,996",283,4,39,0,29,63,"2,212"
62918,"10,155","4,727","5,428",35.7,"9,414",550,40,171,27,217,485,"9,670"
62919,"1,052",556,496,42.2,965,78,0,10,0,36,45,"1,007"
62920,"3,354","1,692","1,662",45.1,"3,142",113,25,39,0,248,477,"2,877"
62921,394,175,219,37.2,206,216,0,0,0,0,34,360
62922,"2,532","1,324","1,208",49.6,"2,526",3,0,37,0,0,0,"2,532"
62923,481,200,281,34.8,460,44,1,0,0,0,0,481
62924,"2,948","1,457","1,491",40.8,"2,875",87,48,27,6,19,179,"2,769"
62926,"2,402","1,213","1,189",33.6,"2,356",41,6,14,0,4,4,"2,398"
62927,383,194,189,33.5,383,4,4,0,0,0,0,383
62928,183,100,83,57.8,183,0,0,0,0,0,0,183
62930,"6,074","3,089","2,985",41.7,"5,894",121,130,0,0,59,164,"5,910"
62931,"1,445",725,720,48.8,"1,432",8,13,0,0,0,24,"1,421"
62932,"1,498",682,816,40.9,"1,430",28,9,4,0,56,65,"1,433"
62933,"1,385",524,861,54.5,"1,341",31,13,0,0,16,30,"1,355"
62934,902,420,482,48,880,0,0,22,0,0,0,902
62935,"1,799",984,815,45.4,"1,782",12,4,14,10,8,19,"1,780"
62938,"3,027","1,630","1,397",53.9,"2,769",235,0,23,0,34,79,"2,948"
62939,"3,111","1,390","1,721",46.9,"3,111",0,0,0,0,0,34,"3,077"
62940,340,165,175,38,334,0,1,0,0,34,37,303
62941,895,419,476,40.6,870,42,0,13,0,2,38,857
62942,558,293,265,55.6,558,0,2,0,0,0,0,558
62943,360,188,172,55.5,360,0,0,0,0,0,0,360
62946,"12,662","6,116","6,546",43.7,"12,019",752,123,157,58,16,161,"12,501"
62947,449,266,183,53.5,446,0,0,3,0,0,0,449
62948,"13,183","6,281","6,902",40.3,"12,335",342,142,461,20,131,257,"12,926"
62949,833,436,397,42.4,821,53,0,2,0,0,7,826
62950,204,118,86,35.9,204,0,0,0,0,0,0,204
62951,"4,535","2,278","2,257",44.4,"4,480",2,24,29,0,0,70,"4,465"
62952,"3,141","1,495","1,646",47.4,"3,104",59,3,8,0,0,71,"3,070"
62953,313,164,149,40.3,290,33,1,0,0,0,0,313
62954,475,205,270,44.4,474,0,0,0,0,1,18,457
62956,911,424,487,31.3,884,16,3,0,0,11,11,900
62957,931,494,437,40.7,895,42,0,0,0,0,0,931
62958,"2,146","1,128","1,018",46.9,"1,971",99,68,107,7,0,49,"2,097"
62959,"28,201","14,573","13,628",41.6,"25,919","2,424",215,255,24,195,697,"27,504"
62960,"10,959","5,087","5,872",43.4,"10,353",730,56,106,0,44,311,"10,648"
62961,51,20,31,44.6,51,0,0,0,0,0,0,51
62962,9,5,4,-,9,0,0,0,0,0,0,9
62963,653,318,335,40.8,303,351,0,4,0,0,38,615
62964,"1,291",681,610,48,506,769,7,21,0,2,23,"1,268"
62965,88,32,56,40.5,88,0,0,0,0,0,14,74
62966,"15,260","7,253","8,007",41.5,"13,577","1,607",94,167,0,244,387,"14,873"
62967,237,116,121,51.1,237,0,3,0,0,0,9,228
62969,398,153,245,45,398,0,0,0,0,0,0,398
62970,819,427,392,38.9,754,54,17,0,0,14,7,812
62972,"1,039",474,565,47,"1,027",0,0,12,0,0,0,"1,039"
62974,"1,626",880,746,40.9,"1,620",3,2,4,0,0,0,"1,626"
62975,325,202,123,36.9,325,0,0,0,0,0,0,325
62976,361,141,220,51.2,194,212,0,0,0,0,5,356
62977,744,355,389,29.8,743,0,9,10,0,0,9,735
62979,"1,134",563,571,43.5,"1,134",24,24,23,0,0,14,"1,120"
62982,960,396,564,42,960,0,0,0,0,0,0,960
62983,"1,411",715,696,44.8,"1,354",57,0,0,0,0,23,"1,388"
62984,"1,643",782,861,40.6,"1,597",26,39,0,0,14,35,"1,608"
62985,712,351,361,52.1,687,0,0,28,0,0,9,703
62987,"1,424",757,667,40.7,"1,401",81,11,0,0,0,0,"1,424"
62988,"1,570",769,801,50.1,"1,257",330,13,0,0,19,23,"1,547"
62990,810,395,415,43.3,694,109,2,6,0,1,0,810
62992,690,363,327,42.7,472,225,0,0,0,0,2,688
62994,625,312,313,43.3,624,0,15,0,0,0,4,621
62995,"5,928","4,005","1,923",39.4,"4,419","1,483",6,27,0,14,332,"5,596"
62996,464,205,259,51.3,387,123,35,0,0,0,0,464
62997,598,314,284,33.5,591,0,0,7,0,0,0,598
62998,323,167,156,35.9,323,0,0,0,0,0,0,323
62999,"1,794",915,879,32.8,"1,786",6,29,7,0,29,34,"1,760"
63673,"1,615",778,837,51.4,"1,587",13,0,15,0,0,3,"1,612"