Shabbona,1454,742,712,1446,4,4,4,0,0,24,1430,58125,49.6,146266.5,0,0,0,0,0,0,0,0,41.7680851,-88.8770311
Bartlett,42196,21153,21043,33402,884,197,7172,37,1956,5474,36722,105862,39.6,289341.25,0,5,8,8,11,150,8,2,41.9950276,-88.1856301
Monticello,7884,3763,4121,7722,90,89,86,0,57,113,7771,75665,41.8,169863.67,0,0,0,11,4,24,0,1,40.0278116,-88.5733979
Troy Grove,161,86,75,161,0,0,0,0,0,21,140,65000,30.3,99365.83,0,0,0,0,0,0,0,0,41.4678108,-89.0831383
Rockton,11565,5605,5960,11357,156,88,26,6,58,308,11257,84159,43.2,168507.83,0,3,0,6,9,173,2,0,42.4525157,-89.0723317
Silvis,7820,3614,4206,6956,968,82,42,12,269,1407,6413,50620,38.7,101916,0,3,3,26,39,123,12,0,41.5122561,-90.4151301
Coal Valley,6138,3085,3053,6014,86,50,35,10,78,212,5926,72292,44.4,177410.58,0,4,0,5,8,61,4,0,41.4286456,-90.4609648
Joliet,25775.6,12767.2,13008.4,17079.4,5417.8,269.2,576.6,14.4,3473.2,8535.4,17240.2,58530.2,34.22,137202.616,8,44,122,312,449,1726,137,49,41.525031,-88.0817252
Somonauk,4401,2303,2098,4298,25,33,67,3,35,105,4296,77333,45.8,186659.92,0,0,0,1,3,2,0,0,41.6336414,-88.6811883
Eldena,92,63,29,92,0,0,0,0,0,0,92,76136,58.5,74058.33,0,0,0,0,0,0,0,0,41.771144,-89.410099
Homer Glen,22961,11777,11184,21811,250,51,675,0,460,1449,21512,103058,44.4,341589.5,0,1,2,6,31,107,11,1,41.6000318,-87.9381112
Hinsdale,18402,9150,9252,15999,244,14,2294,0,175,794,17608,183500,41.8,982351.83,0,2,0,0,23,60,15,0,41.8008642,-87.9370052
Forest Park,14041,6247,7794,8737,4113,82,1300,0,297,1027,13014,59361,40.2,278529.58,1,6,32,27,70,415,46,0,41.8794758,-87.81367
Eureka,7245,3551,3694,7056,114,52,41,0,132,243,7002,58936,35.7,147782.42,0,2,0,9,2,30,2,0,40.7214251,-89.2728627
Lake Zurich,42637,21299,21338,36357,1008,145,5008,124,868,3441,39196,135146,42,429947.17,0,1,1,3,18,238,3,0,42.1969689,-88.0934108
Granville,2297,1170,1127,2273,0,26,13,0,24,139,2158,66196,44.9,98325.67,0,0,0,0,0,0,0,0,41.2611471,-89.2275863
Willowbrook,27903,13561,14342,21810,2324,0,4310,0,153,1371,26532,94060,46.6,527717.67,0,0,0,0,0,0,0,0,41.7697533,-87.9358931
Lexington,3058,1453,1605,3022,31,14,4,0,0,13,3045,65547,41.1,142664,0,1,0,0,1,0,0,0,40.6414237,-88.7834001
Gibson City,4103,1902,2201,4064,49,19,21,0,8,6,4097,44645,43.7,102967.92,0,3,0,8,3,5,0,0,40.4584275,-88.384603
Evergreen Park,19666,9031,10635,13974,5095,90,268,0,722,2536,17130,72054,40.1,187546.75,0,4,19,31,30,883,8,2,41.720589,-87.7017175
Gilman,1959,930,1029,1679,19,17,5,17,255,274,1685,54375,44.5,80105.33,0,0,0,1,5,48,0,0,40.7667015,-87.992262
Golf,560,300,260,529,1,0,30,0,2,47,513,200500,38.4,812012.75,0,0,0,0,0,3,0,0,42.058918,-87.7925629
Woodstock,32526,16008,16518,30402,1273,296,566,0,668,6173,26353,66520,39.3,209509.83,0,10,2,12,27,266,5,0,42.3147436,-88.4487021
Tilton,2199,1034,1165,2199,22,10,0,0,0,167,2032,41503,44,51028.83,0,4,4,9,11,45,2,0,40.0953144,-87.6475213
Burlington,568,255,313,568,0,3,0,0,6,18,550,69583,41.8,208048.42,0,0,0,0,0,0,0,0,42.0528038,-88.5481412
Ludlow,535,252,283,480,44,1,10,3,3,15,520,53750,38.7,83499.75,0,0,0,0,0,0,0,0,40.3869787,-88.1275437
Keithsburg,708,326,382,702,7,2,5,0,0,0,708,37500,44.6,49300.92,0,0,0,0,0,0,0,0,41.0994792,-90.942643
Fox River Grove,5548,2677,2871,5436,0,43,199,0,95,428,5120,106960,37.6,243928.17,0,1,0,8,9,51,2,3,42.2008575,-88.2145259
Ottawa,23835,11340,12495,22359,1083,218,330,0,443,1970,21865,53793,40.8,133692.83,0,1,2,12,45,259,6,5,41.3455892,-88.8425769
Chicago,51349.3137254902,24985.9411764706,26363.3725490196,27032.5098039216,15346.1960784314,434.705882352941,3897,56.6862745098039,6109.56862745098,15192.7450980392,36156.568627451,65238.0588235294,35.1921568627451,400013.686470588,563,1798,9684,15312,11686,64695,10132,438,41.850033,-87.6500523
River Forest,11064,5383,5681,9598,768,58,676,0,246,650,10414,121908,41.3,684300.75,0,0,6,8,32,193,8,0,41.8978091,-87.8139483
Media,322,133,189,322,0,3,0,0,0,21,301,43864,48.5,74302.08,0,0,0,0,0,0,0,0,40.7750395,-90.8320824
Brookfield,18880,8596,10284,16234,1093,146,514,0,1368,4319,14561,81033,39,245299.08,0,0,0,0,0,0,0,0,41.8239203,-87.8517253
Wood Dale,14147,7117,7030,11451,266,32,1134,160,1341,3325,10822,66687,41,262302.58,0,3,3,4,22,161,8,0,41.9633625,-87.9789562
Toulon,2090,1039,1051,2034,32,14,36,0,0,21,2069,51591,46.4,75497.5,0,0,0,0,0,0,0,0,41.0936482,-89.8648284
Maroa,2413,1323,1090,2389,37,189,13,0,0,22,2391,68953,39.6,99530.67,0,0,0,1,6,15,1,0,40.0364257,-88.957026
Franklin Park,18025,8782,9243,14868,111,198,748,0,2448,8410,9615,63157,39.1,211021.25,0,14,6,27,67,151,24,4,41.9353084,-87.865618
Milan,10621,5037,5584,10118,407,80,72,41,135,573,10048,56832,45.7,121307.33,0,0,1,16,31,62,5,0,41.453089,-90.5720803
Western Springs,13227,6317,6910,12948,149,46,163,24,56,633,12594,161563,41.7,564362.92,0,0,1,1,13,139,2,2,41.8097533,-87.9006155
Oak Forest,28324,14366,13958,24688,1460,49,1368,0,1083,4076,24248,75844,41.4,207866.75,0,5,12,20,48,222,34,0,41.6028116,-87.7439384
Carpentersville,39333,19947,19386,22582,3309,366,3355,13,10733,19981,19352,63133,30.5,170098.75,0,10,17,7,48,433,15,2,42.1211364,-88.2578582
Dakota,1002,470,532,1002,30,3,2,0,2,21,981,51923,40.9,114644.58,0,0,0,0,0,0,0,0,42.3886272,-89.526227
Lockport,35415,17954,17461,30565,3114,194,717,0,1415,3333,32082,74544,36.6,216061.17,0,2,5,10,31,137,9,3,41.5894753,-88.057837
Mackinaw,4738,2395,2343,4698,21,14,0,0,9,91,4647,82404,39,152560,0,0,0,0,0,0,0,0,40.5369829,-89.3575913
Palos Heights,14926,7174,7752,14105,293,140,364,0,271,589,14337,85457,51.6,282856.17,0,0,2,1,11,114,10,0,41.6680885,-87.7964416
Waterman,2029,928,1101,2008,62,6,13,0,0,154,1875,78092,39.3,167456.83,0,0,0,0,0,0,0,0,41.7716963,-88.7736942
Bismarck,1074,531,543,1023,29,0,9,0,15,41,1033,57083,43.9,111396.25,0,0,0,0,0,0,0,0,40.2639253,-87.6080755
Viola,1469,756,713,1460,0,25,11,0,9,35,1434,63382,37,95626.42,0,0,0,0,0,0,0,0,41.2030911,-90.5870792
Romeoville,40085,19166,20919,25448,4894,474,3216,23,7844,13159,26926,77110,33.9,200442.08,1,10,15,32,42,361,28,2,41.6475306,-88.0895061
Wellington,411,193,218,399,0,0,0,0,12,18,393,58380,34.2,39609,0,0,0,0,0,0,0,0,40.5392032,-87.6800257
Galva,3012,1607,1405,2965,33,8,19,0,35,75,2937,39280,43.9,68101.5,0,0,0,0,0,0,0,0,41.167537,-90.0426136
Markham,12271,5652,6619,1937,9840,60,112,0,441,1162,11109,38978,36.5,79215.83,0,0,0,0,0,0,0,0,41.5936453,-87.6947699
Wilmington,11540,5857,5683,10974,120,167,121,10,309,736,10804,61090,46.5,156914.58,0,0,0,0,0,0,0,0,41.3078094,-88.1467243
Tinley Park,32253.5,15806.5,16447,28574.5,1703.5,57.5,1398.5,5,1087.5,3303,28950.5,81831,39.3,248920.045,0,2,9,12,79,582,33,0,41.5733669,-87.7844944
Seatonville,338,152,186,328,0,0,7,0,7,16,322,53750,39.4,69290,0,0,0,0,0,0,0,0,41.3647575,-89.2764763
Alsip,22390,11245,11145,15813,4769,159,318,51,1894,5072,17318,56239,36.2,182371.42,2,0,16,6,66,329,32,1,41.6689223,-87.7386619
Bement,1656,821,835,1618,40,13,4,1,0,4,1652,48214,45,78285.17,0,0,0,0,0,0,0,0,39.9219782,-88.572008
Midlothian,25930,12626,13304,22368,2146,192,690,33,1048,4600,21330,60784,43,158434.08,1,1,19,5,64,236,30,0,41.6253116,-87.7175491
Bloomingdale,22766,10740,12026,18348,880,185,3242,79,391,2754,20012,85887,43.3,315705,0,1,5,26,36,448,4,0,41.9575285,-88.0809036
Arrowsmith,478,230,248,473,2,5,0,0,0,0,478,62813,37.5,103219.17,0,0,0,0,0,0,0,0,40.4494787,-88.6317305
Hooppole,236,124,112,236,0,0,0,0,0,0,236,47917,37.2,59619.25,0,0,0,0,0,0,0,0,41.5222555,-89.9098306
Clinton,9826,4869,4957,9549,89,126,4,0,186,415,9411,53923,41.8,91993.75,0,7,1,0,68,135,0,0,40.1536479,-88.9645253
Dolton,22644,10287,12357,1628,21147,231,176,0,117,497,22147,45463,36.7,98760,0,0,0,0,0,0,0,0,41.6389236,-87.607268
Ohio,863,434,429,856,7,0,0,0,0,0,863,63026,46.1,90336.75,0,0,0,0,0,0,0,0,41.5575349,-89.4609276
Stockton,3629,1825,1804,3583,31,18,54,9,27,92,3537,46859,41.6,94860.42,0,0,0,1,5,16,0,1,42.3497355,-90.0067917
Roselle,24551,11939,12612,20814,1261,515,2317,57,380,2506,22045,85787,40.3,279064.42,0,6,1,2,24,172,10,1,41.9847505,-88.0797933
Darien,23163,11115,12048,18986,871,59,3381,10,684,1351,21812,93118,45.4,341551.08,2,10,1,12,23,199,9,0,41.7519754,-87.9739494
Malden,393,211,182,376,0,0,0,0,21,24,369,41333,42.6,71446.67,0,0,0,0,0,0,0,0,41.4244797,-89.3692566
Mount Carroll,2612,1244,1368,2565,22,0,17,0,15,51,2561,49375,52.4,93557.33,0,0,0,0,0,0,0,0,42.0950233,-89.9781797
Henning,230,110,120,230,0,0,0,0,0,0,230,54750,39.9,42825.58,0,0,0,0,0,0,0,0,40.3050364,-87.7008567
East Galesburg,677,345,332,677,11,0,6,0,0,10,667,59063,45.5,76012.5,0,0,0,0,0,0,0,0,40.9478158,-90.3101264
Genoa,6906,3556,3350,6770,167,147,55,0,58,762,6144,65435,40.6,172553,0,5,0,7,3,60,2,0,42.097248,-88.6928688
Tampico,1742,897,845,1737,3,0,0,0,5,14,1728,49938,30.4,76796.58,0,0,0,0,0,0,0,0,41.63031,-89.7862177
Deer Creek,831,406,425,831,2,0,0,0,0,3,828,61458,38.4,123734.08,0,1,1,1,9,4,0,0,40.6300374,-89.3325886
Lincolnwood,12539,6097,6442,8174,340,84,4405,0,203,964,11575,93250,47.3,407846.5,0,0,5,10,40,317,23,3,42.0044757,-87.7300594
Homer,1999,1098,901,1997,0,2,0,0,0,5,1994,63295,42,108426.92,0,0,0,0,0,0,0,0,40.0347569,-87.9580892
Woodhull,1134,631,503,1131,3,0,0,0,0,14,1120,58750,43.1,100157.33,0,0,0,0,0,0,0,0,41.1789256,-90.3159582
Kirkland,2655,1354,1301,2580,22,2,19,0,71,160,2495,61673,38.8,168965.5,0,0,0,0,0,0,0,0,42.0925258,-88.8512063
Le Roy,4389,2193,2196,4373,11,18,0,0,5,0,4389,72798,43,127786.67,0,1,0,6,8,21,1,0,40.3519795,-88.764237
Roanoke,2469,1251,1218,2437,15,0,9,0,10,82,2387,56071,44.5,109992.92,0,0,0,0,0,0,0,0,40.7961465,-89.1973042
Reynolds,870,460,410,865,4,0,0,0,1,17,853,56375,46.3,117220.42,0,0,0,0,0,0,0,0,41.3297558,-90.670416
Chicago Heights,57800,27613,30187,18353,30695,303,302,0,9749,15338,42462,46771,34.2,92686,0,0,0,0,0,0,0,0,41.506146,-87.6355995
Glenwood,8912,4032,4880,2264,6449,176,131,0,211,701,8211,63444,40.8,142990.67,0,0,6,5,21,30,4,0,41.5425349,-87.6022658
Penfield,533,273,260,527,12,0,10,0,0,4,529,71827,43.8,108107.92,0,0,0,0,0,0,0,0,40.3033684,-87.9467009
Winslow,728,385,343,728,0,0,0,0,0,25,703,53350,38.6,93419.25,0,0,0,0,0,0,0,0,42.4925096,-89.7923428
Collison,134,79,55,128,0,0,6,0,0,0,134,52083,59.3,106399.33,0,0,0,0,0,0,0,0,40.2250359,-87.8039159
Alexis,1467,760,707,1445,90,21,0,2,0,13,1454,57250,44,72806.08,0,0,0,0,7,4,4,0,41.0633703,-90.5559675
La Grange,30576,15276,15300,28013,1487,117,723,8,862,4241,26335,83859,43.4,417907.42,0,0,5,10,16,134,3,1,41.8050314,-87.8692254
Glencoe,8477,4196,4281,7993,162,0,379,0,5,456,8021,209821,45.1,1037845.67,0,0,0,0,0,0,0,0,42.1350268,-87.7581188
Manteno,11803,6079,5724,11350,354,0,195,0,52,744,11059,59240,43.8,206775,0,4,0,5,18,139,2,0,41.2505881,-87.8314324
Long Point,323,176,147,317,0,4,6,0,0,3,320,77917,42.1,83273.58,0,0,0,0,0,0,0,0,41.0047545,-88.8917412
Baileyville,507,294,213,507,6,0,0,0,0,9,498,52829,45.9,107610.67,0,0,0,0,0,0,0,0,42.1972454,-89.5934478
Hinckley,2810,1327,1483,2738,21,7,32,0,71,156,2654,71908,40.4,206620.25,0,0,0,0,3,17,0,0,41.7689183,-88.640913
Erie,2502,1215,1287,2478,0,1,38,0,0,43,2459,58889,41,121953.92,0,0,0,0,2,3,1,0,41.6564203,-90.0792859
Watseka,6948,3169,3779,6538,55,37,50,24,315,485,6463,41330,47.1,75127.58,0,5,1,3,22,112,2,0,40.7761465,-87.7364218
Odell,1333,627,706,1330,0,8,0,0,0,10,1323,61429,41.7,99403.92,0,0,0,0,0,0,0,0,41.003643,-88.5253364
Cooksville,301,162,139,301,0,0,0,0,0,1,300,65417,50.6,108584.75,0,0,0,0,0,0,0,0,40.5430902,-88.7164546
Schaumburg,19231,9307.25,9923.75,12453.5,805.75,214,4996.5,49,1276,2107.25,17123.75,81093.75,36.8,326951.375,0,15,22,24,75,1393,48,1,42.0333608,-88.0834059
Ashton,1905,913,992,1847,39,30,27,0,49,72,1833,59559,38,93899.5,0,0,0,0,2,0,0,0,41.8661417,-89.2212088
Gilberts,7742,4153,3589,5295,634,0,1041,0,772,1319,6423,104114,31.7,272952.42,0,1,0,2,2,18,0,0,42.1033585,-88.3728605
Broadlands,458,229,229,453,1,1,4,0,0,4,454,56667,44.4,96571.25,0,0,0,0,0,0,0,0,39.9086455,-87.9942016
Hillsdale,1198,629,569,1189,14,13,7,0,4,21,1177,52417,37.3,102355.67,0,0,0,0,0,0,1,0,41.6136437,-90.1728998
Steward,701,392,309,691,6,2,0,0,4,2,699,61667,42.7,138381.5,0,0,0,0,0,0,0,0,41.8478069,-89.0200933
Oswego,40027,20317,19710,34662,2220,208,2018,0,1937,6226,33801,101999,36.8,267589,0,8,2,7,10,284,4,2,41.6828074,-88.3514596
Rock Island,38385,18628,19757,28476,8487,529,1890,149,791,4329,34056,47563,36.7,91742.17,1,3,19,76,166,688,132,11,41.5094771,-90.5787477
Kingston,2673,1518,1155,2635,117,1,0,3,18,321,2352,79107,33.4,195983.17,0,0,0,0,0,6,1,0,42.0997482,-88.7589818
Algonquin,32739,16010,16729,29116,503,97,2856,11,614,2271,30468,102698,41.6,263435.33,0,7,4,16,18,243,4,0,42.1655801,-88.2942493
Woodland,294,136,158,285,23,2,0,0,0,12,282,47857,41.5,57838.75,0,0,0,0,0,0,0,0,40.7144803,-87.7311426
Highland Park,29734,14306,15428,27888,547,36,1092,10,685,2178,27556,147973,46.6,533831.83,0,3,2,19,26,150,22,1,42.1816919,-87.8003438
Blue Island,25256,12482,12774,12796,7400,609,349,0,5150,12740,12516,43504,33.6,118867,1,10,32,50,68,168,52,0,41.6572562,-87.6800486
Elmwood Park,43019,20752,22267,32323,3814,561,2103,16,5725,16505,26514,57554,39.6,281183.33,0,6,16,32,53,182,15,2,41.9211423,-87.8092266
Urbana,25253,12792,12461,16575,4420.5,263.5,4415.5,70,269.5,1728,23525,38425.5,29.85,129198.67,2,24,57,67,198,1012,23,8,40.1105875,-88.2072697
Huntley,28121,13197,14924,25322,958,33,1920,36,286,3104,25017,76730,46.5,264223.33,0,0,1,8,8,89,2,0,42.1680796,-88.4281415
Harwood Heights,23301,11124,12177,20840,230,65,1831,12,598,2498,20803,62657,45,314278.08,0,0,0,0,0,0,0,0,41.9672532,-87.8075612
Essex,1210,648,562,1193,13,33,7,0,0,11,1199,72171,39.1,204586,0,0,0,0,0,0,0,0,41.1772542,-88.1856117
Hampshire,17639,8593,9046,16646,156,0,706,0,351,1638,16001,94191,39.7,255261.08,0,1,0,10,13,10,0,0,42.0978028,-88.5303643
Worth,10916,5479,5437,10040,336,20,276,43,436,1355,9561,57218,41.4,192396.58,0,11,7,8,21,92,10,1,41.6897549,-87.7972754
Caledonia,2326,1240,1086,1975,39,0,249,8,63,101,2225,116411,53.9,223538.5,0,0,0,0,0,0,0,0,42.369463,-88.8926041
Lewistown,3628,1818,1810,3554,33,28,0,7,37,70,3558,56811,46.3,66962.58,0,0,0,0,0,0,0,0,40.3930973,-90.1548421
Ogden,1226,621,605,1215,0,13,21,0,0,10,1216,72344,43.5,130281.67,0,0,0,0,0,0,0,0,40.1139237,-87.9561449
Waynesville,691,329,362,691,0,1,0,0,0,0,691,61750,34.6,72264.25,0,0,0,0,0,0,0,0,40.2389277,-89.1231418
Lee,484,257,227,476,13,2,0,0,3,10,474,75417,39.6,133105.58,0,0,0,0,0,0,0,0,41.7950293,-88.9414786
Bloomington,36493.5,18076.5,18417,29122,3823,214.5,3511.5,16.5,757,2372.5,34121,66419,34.75,159183.96,9,68,37,225,196,909,88,5,40.4842027,-88.9936873
Country Club Hills,17112,7738,9374,1844,14822,17,424,0,157,1049,16063,59104,39.9,131889.33,3,11,21,36,68,468,53,1,41.5680898,-87.7203257
Lanark,2451,1181,1270,2352,23,51,14,0,76,113,2338,60469,51.3,195972.25,0,0,0,0,0,1,0,0,42.1022465,-89.8334527
Libertyville,29058,14196,14862,26453,511,148,2227,8,223,1245,27813,134621,45.2,437814,0,0,0,0,0,0,0,0,42.2830786,-87.9531303
Beecher,7779,3882,3897,7566,39,28,0,0,180,528,7251,68044,44.4,181019.67,0,2,0,2,4,21,0,0,41.34059,-87.6214286
Hazel Crest,15387,7218,8169,2290,13006,75,31,0,51,786,14601,51742,40.9,112753.17,2,7,25,18,85,273,66,1,41.571701,-87.6944915
Riverside,15685,7653,8032,13649,595,108,767,0,986,3452,12233,79266,42.3,316689.92,0,5,4,4,11,77,3,0,41.8350316,-87.8228358
Kingston Mines,206,114,92,205,0,0,0,0,1,4,202,52000,37,49856.33,0,0,0,0,0,0,0,0,40.5580943,-89.770663
Hickory Hills,14018,7219,6799,13251,529,23,96,15,206,2515,11503,66413,39.2,243770.5,1,2,4,9,20,157,12,1,41.7255879,-87.825055
Saybrook,1138,530,608,1127,0,0,0,0,11,31,1107,61563,42.5,92059,0,0,0,0,0,0,0,0,40.4267005,-88.5261711
Durand,2534,1266,1268,2524,12,5,10,0,0,32,2502,61452,47.5,129665.67,0,0,0,0,0,0,0,0,42.4364033,-89.3320582
Spring Grove,9660,4988,4672,9536,56,54,103,0,45,387,9273,88958,44.4,268409.83,0,0,0,4,3,40,2,0,42.4436308,-88.2364775
Plainfield,32852.6666666667,15887.6666666667,16965,26391,3226,150.333333333333,1980.33333333333,34.3333333333333,1925.66666666667,5875.33333333333,26977.3333333333,103276,36.4,267312.61,0,14,7,33,34,275,19,0,41.6269745,-88.2039539
Scales Mound,992,500,492,975,17,2,8,0,4,18,974,61875,50.1,117197.75,0,0,0,0,0,0,0,0,42.4758384,-90.2529047
Benson,676,353,323,663,13,0,0,0,0,0,676,71500,35.3,82697.58,0,0,0,0,0,0,0,0,40.8505901,-89.1223021
Wapella,728,343,385,728,2,41,0,0,0,4,724,55625,43,110235.42,0,0,0,0,0,0,0,0,40.2203145,-88.9620246
Montgomery,28451,13971,14480,23143,2009,309,961,18,3433,8991,19460,78193,32.5,201671.92,0,2,5,10,20,262,5,2,41.730585,-88.3459048
Catlin,2516,1281,1235,2516,0,0,0,0,14,28,2488,53950,42.2,99805.58,0,0,0,0,3,0,0,0,40.0650363,-87.7019675
Big Rock,1932,1107,825,1902,8,24,8,8,4,45,1887,88750,35.7,250175.75,0,0,0,0,0,0,0,0,41.7639181,-88.5470219
Forest City,645,322,323,644,0,0,0,0,1,0,645,51833,36.7,46023.33,0,0,0,0,0,0,0,0,40.3700411,-89.8276113
Paw Paw,1201,566,635,1195,0,8,3,0,3,52,1149,54423,46.2,106828.58,0,0,0,0,0,0,0,0,41.688919,-88.9811987
Sterling,21129,10250,10879,19605,847,222,314,61,980,4448,16681,53286,43.2,95764.5,0,25,3,6,42,373,21,1,41.788642,-89.6962194
Evanston,26448.3333333333,12323.6666666667,14124.6666666667,18692,4753.33333333333,177.333333333333,2923,38.3333333333333,947.666666666667,3015.66666666667,23432.6666666667,91793.3333333333,37.9333333333333,475361.36,3,6,47,84,289,1358,55,6,42.0411414,-87.6900587
Aroma Park,671,339,332,636,41,0,5,0,0,102,569,44444,39.4,83930.83,0,0,1,0,6,8,1,0,41.0797548,-87.8114285
Kewanee,13663,6545,7118,12054,783,33,187,0,796,1389,12274,40559,40.2,51014.08,0,7,0,28,39,425,25,6,41.2455927,-89.9248303
Cedar Point,299,149,150,299,0,0,0,0,0,32,267,57500,36.8,67357.33,0,0,0,0,0,0,0,0,41.2630912,-89.1256394
Cornell,1434,792,642,1434,24,3,0,0,0,15,1419,68194,42.6,91016.17,0,0,0,0,0,0,0,0,40.9900326,-88.7292337
Harvey,28924,13497,15427,5312,21292,205,569,0,2141,6193,22731,30015,36.2,46763.58,0,0,0,0,0,0,0,0,41.6100344,-87.6467132
Clifton,2106,1045,1061,2093,18,22,13,0,0,17,2089,59716,45,131081.5,0,0,0,0,0,0,0,0,40.9353109,-87.9344851
Franklin Grove,1541,796,745,1512,30,0,3,0,119,114,1427,52188,44.5,99249.92,0,0,0,0,0,0,0,0,41.8416982,-89.3003765
Manlius,257,150,107,257,0,2,0,0,0,20,237,52000,43.3,56989.33,0,0,0,0,0,0,0,0,41.456424,-89.6689875
Grant Park,3433,1728,1705,3374,4,57,0,0,25,346,3087,69489,44.3,169774.5,0,0,0,0,0,0,0,0,41.2411449,-87.6461491
Mahomet,13981,6697,7284,13422,437,24,267,40,68,680,13301,90465,35.5,205113.42,0,5,0,5,12,43,1,0,40.1953106,-88.4042234
Danforth,925,430,495,910,4,2,18,0,0,13,912,58594,41.1,78894.67,0,0,0,0,0,0,0,0,40.820312,-87.977818
Itasca,10996,5274,5722,10099,227,12,665,20,169,1309,9687,92561,45.6,326177.08,0,4,1,2,15,80,8,0,41.9750288,-88.0072909
